ID ,Annotator 1,Annotator 2,Annotator 3
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Negetive,Negetive,Negetive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
KxYo2Qe0XPA,Positive,Positive,Positive
KxYo2Qe0XPA,Neutral,Neutral,Neutral
