S/N,Video_ID,text,label,Language
2775,KxYo2Qe0XPA,Allah kayma aminu seira albarka🎉❤,Positive,Hausa
2776,KxYo2Qe0XPA,Allah ya sa mouga alheri ranar j&#39;oumma a❤❤❤❤,Positive,Hausa
2777,KxYo2Qe0XPA,Ya ake nifi wan nan bidio,Neutral,Hausa
2778,KxYo2Qe0XPA,"Thank you so much The best Director. Watching From Accra, Ghana.",Positive,English
2779,KxYo2Qe0XPA,some people said Al Amin is rich already no! he is not rich this money come form his good job honesty that police gave him,Neutral,English
2780,KxYo2Qe0XPA,Wai shin Al&#39;ameen ne angon ko Kuma faruq,Neutral,Hausa
2781,KxYo2Qe0XPA,What,Neutral,English
2782,KxYo2Qe0XPA,"Masha Allah watching from Benin Edo state, we’re proud of you the leader of directors m.Aminu saira",Positive,English
2783,KxYo2Qe0XPA,Hhh makaryaciya ce ke jamila,Negetive,Hausa
2784,KxYo2Qe0XPA,"Aminu Saira I am used to your manipulation, all these just for next week to see someone waking up from Dreaming ko ?? 😂😂<br>Justice for Maryam abeg 😢",Negetive,English
2785,KxYo2Qe0XPA,"Can&#39;t wait for the next episode, Al amin hide his identity to find true love.<br>Masha Allah well played.",Positive,English
2786,KxYo2Qe0XPA,Aminu yane😮,Neutral,Hausa
2787,KxYo2Qe0XPA,Malam ameenu harkan nan pa da matsala gaskia har sati ya zagayo cikina bazai daina dura ruwa idan akace al ameen ya yaudari Maryam dukda ba abune wanda hankali zai dauka ba,Neutral,Hausa
2788,KxYo2Qe0XPA,You&#39;re d best mal saira❤,Positive,English
2789,KxYo2Qe0XPA,Dan Allah mi ake nufi dan Allah miye haka,Neutral,Hausa
2790,KxYo2Qe0XPA,Aminu Saira allah Yana kallon ka wallahi😂,Neutral,Hausa
2791,KxYo2Qe0XPA,Allah yajikan mahaifa maigida daga nijer,Positive,Hausa
2792,KxYo2Qe0XPA,To way waye mijin Kenan?,Neutral,Hausa
2793,KxYo2Qe0XPA,Un predictable producer <br>And that&#39;s show Aminu Saira is wizard in his field of professions.,Positive,English
2794,KxYo2Qe0XPA,Thousands of confusion,Negetive,English
2795,KxYo2Qe0XPA,Mafalki ne takeyi😢😢😂,Neutral,Hausa
2796,KxYo2Qe0XPA,Can&#39;t wait to see the next episode. Great job best director,Positive,English
2797,KxYo2Qe0XPA,Ni dai tsorona shine kada acedai al-amin ya zaga ya kar6i kudin waccan ne🤦🤦,Neutral,Hausa
2798,KxYo2Qe0XPA,You just won my heart and got yourself a fan this evening Aminu Saira is the best so far as far as directing is concerned kudos to the writer,Positive,English
2799,KxYo2Qe0XPA,Allah yasa sai bayaje ya sayar ma faruq da Maryam ba Dan kuwa zai iya sadiq ya iya cin amana fa yasa na Tuna da wani film din sa shi da zango da fati ladan guy din zai iya zagayawa ya karbe 10m dinnan yatafi lagas 😂,Negetive,Hausa
2800,KxYo2Qe0XPA,I loved this movie from episode1💯💯💪🏽 let’s all go bigger @Labarina,Positive,English
2801,KxYo2Qe0XPA,Saira to the world,Neutral,English
2802,KxYo2Qe0XPA,Jamila how market 😂😂😂,Neutral,English
2803,KxYo2Qe0XPA,"Kai saira uban babanka yake ma yawoda hankali me kk nu,Allah yakaimu next week muga  me zakai",Negetive,Hausa
2804,KxYo2Qe0XPA,Masha Allah <br>Saira Allah ya kara basira wlh wannan satin yayi kyau sosai wlh 😂😂😂😂,Positive,Hausa
2805,KxYo2Qe0XPA,I love this season ❤❤❤,Positive,English
2806,KxYo2Qe0XPA,"Gaskiya Indai ba al,ameen ya auri maryam ba gsky aminu saira tunaninka baiyi ba Sam miye amfanin zaman kallon wannan shirin",Negetive,Hausa
2807,KxYo2Qe0XPA,This is unbelievable @Aminu Saira you did  the unthinkable. This is what kannywood should be doing. No one can predict what to happen next. Superb Aminu Saira,Positive,English
2808,KxYo2Qe0XPA,"Nayi tunanin Hakan Daman, Haba wannan bakin talaucin irin ta al&#39;amin ai ta munana wlh Sai Dai Idan shiri ce domin ya Sami mace ta gari...<br><br>Director Aminu Saira na gano ka a wannan kafchen tun da jumawa",Neutral,Hausa
2809,KxYo2Qe0XPA,"Maryam you are well grown,interms of patients honesty and doing the right things.",Positive,English
2810,KxYo2Qe0XPA,Nice one my director best the series direct to I am happy,Positive,English
2811,KxYo2Qe0XPA,The unpredictable director of all time👍🏼👌whattt Saira you got us there😄what a smooth transition 👌😀,Positive,English
2812,KxYo2Qe0XPA,Maryam my favorise actree,Positive,English
2813,KxYo2Qe0XPA,Saira yakamata ace Al&#39;amin yayi aski ranar aurensa😂😂😂,Negetive,Hausa
2814,KxYo2Qe0XPA,Masha Allah the best director Malam Aminu Saira,Positive,English
2815,KxYo2Qe0XPA,Aminu saira mu zaka gigita kasa mu fita hayyacin mu😂😂😂😂😂😂,Negetive,Hausa
2816,KxYo2Qe0XPA,Macha ALLAH Muji dadin Hakan yayi,Positive,Hausa
2817,KxYo2Qe0XPA,I like how Jamila talk,Positive,English
2818,KxYo2Qe0XPA,Agaskiya saira series din naka bai kyaba juya mana kai dakaye yasa nadena kallanka labarina har abada sabidda maryam,Negetive,Hausa
2819,KxYo2Qe0XPA,Daman ai na fada muku a baya nace muku al Amin dan masu akwai ne,Neutral,Hausa
2820,KxYo2Qe0XPA,Gaskia Malam AMINU baka kyauta bah😭😂,Negetive,Hausa
2821,KxYo2Qe0XPA,Har Yanzu Ina cikin duhu malam aminu saira,Negetive,Hausa
2822,KxYo2Qe0XPA,Wannan shine Dawo Dawo masoyina,Neutral,Hausa
2823,KxYo2Qe0XPA,Jamila God go punish you.,Negetive,English
2824,KxYo2Qe0XPA,"Indai Al Amin bashi bane Wanda ya auri maryamba daga Nan nadai kallon labarina duk wanda la,a yinsa yazo daidai da nawa yadannawa comment Dina like",Negetive,Hausa
2825,KxYo2Qe0XPA,It doesn’t make sense for me,Negetive,English
2826,KxYo2Qe0XPA,wallahi wannan series yanada kyausosai,Positive,Hausa
2827,KxYo2Qe0XPA,Allah ya saka da allkhairi,Positive,Hausa
2828,KxYo2Qe0XPA,Wow Aminu saira is the best director  in kanywood,Positive,English
2829,KxYo2Qe0XPA,"Haba Dan Allah, me Hakan yake nufi? Gaskiya kasamu arodani",Negetive,Hausa
2830,KxYo2Qe0XPA,Ae yan tasha ma sunyi qoqari<br>Wannan convoy,Positive,Hausa
2831,KxYo2Qe0XPA,Allah is the greatest Allahu Akbar,Neutral,Hausa
2832,KxYo2Qe0XPA,Wata sabuwa,Neutral,Hausa
2833,KxYo2Qe0XPA,10 million 😂😂,Neutral,English
2834,KxYo2Qe0XPA,5 million fa😂,Neutral,English
2835,KxYo2Qe0XPA,Saira may god bless you and your family and a god protect you god give you anything that you want in this world  god give you a  more wise you are very remove eny problem that is disturbing me thanks Saira good job,Positive,English
2836,KxYo2Qe0XPA,😂😂😂😂😂<br>Iyayen kwadayi  jamila sai a san inda za&#39;a shiga <br>(Kwadayi mabudin wahala),Negetive,Hausa
2837,KxYo2Qe0XPA,Gaskiya wannan episode din yayi matukar burgeni<br><br>Sannu da kokari @AminuSaira,Positive,Hausa
2838,KxYo2Qe0XPA,Masha Allah nayi farin ciki marar misaltuwa allah tsare mana kai aminu saira😂😂❤,Positive,Hausa
2839,KxYo2Qe0XPA,😢Allah Sarki Maryam hakika al amen yayidace Allah yabaku zaman lfy,Positive,Hausa
2840,KxYo2Qe0XPA,Masha Allah labarina is always the best thank you guys,Positive,English
2841,KxYo2Qe0XPA,Aminu Saira The My Best 👌 Director 😅😅😅❤❤❤,Positive,English
2842,KxYo2Qe0XPA,"Wow aminu saira, can&#39;t wait to see the next episode",Positive,English
2843,KxYo2Qe0XPA,Oh ni na marasa tacewa Allah ubangiji ya Kara bassira mlm aminu Saira 🙏,Positive,Hausa
2844,KxYo2Qe0XPA,"Idan akace duk acikin mafarki ne akayi Wannan&#39;auren,<br> yazakaji amatsayinka na maikallon film din labarina🙆🙆😂😂👮👮",Neutral,Hausa
2845,KxYo2Qe0XPA,wannan lamari be yimin dadiba,Negetive,Hausa
2846,KxYo2Qe0XPA,Wai mikuke mufi😢😢😢😢😢,Neutral,Hausa
2847,KxYo2Qe0XPA,Mal. Aminu Saira ko anan kariga ka biyani . Allah kara Basira,Positive,Hausa
2848,KxYo2Qe0XPA,"What a talented director. I think things like this usually happen, most especially in the city. Keep up doing the good deeds.",Positive,English
2849,KxYo2Qe0XPA,Saira ka Bata rawarka da tsalle. Shiri ya dauko kyau ya lalace daga karshe,Negetive,Hausa
2850,KxYo2Qe0XPA,Muje zuwa,Neutral,Hausa
2851,KxYo2Qe0XPA,Inata smiling kaman wata mumu 😂<br>Sai kace daurin aurena <br>Har dpo yaxo Mashallah <br>Allah kabarmu da mutanenmu na amana,Positive,Hausa
2852,KxYo2Qe0XPA,Baxan kara kalllan wann film din baaa amma director en nn bashiiii da tinaniii wadda zai farantaeaaa makalllaaaataaa Mtssswwn,Negetive,Hausa
2853,KxYo2Qe0XPA,Masha Allah what a nice episode 🎉🎉,Positive,English
2854,KxYo2Qe0XPA,Allah shibiya saira,Positive,Hausa
2855,KxYo2Qe0XPA,Mutanan Cote D&#39;Ivoire Muna Jin dadin film din Nan,Positive,Hausa
2856,KxYo2Qe0XPA,We must believe that Aminu Saira is the best kannywood Director. This new Labarina is past previous one of  Sumayya and Presdo,Positive,English
2857,KxYo2Qe0XPA,Wow<br><br> Al amin a talauchi zai karee,Negetive,Hausa
2858,KxYo2Qe0XPA,Definitely Lawal &amp; Faruk are working for  Al- Ameen or he was kidnapped or he was bribed for a short time marriage with maryam,Neutral,English
2859,KxYo2Qe0XPA,"Saira, ka biyani sosai",Positive,Hausa
2860,KxYo2Qe0XPA,Barka da Jumaà Aminu seira labarin nan baihï dadi ba da ga Karche,Negetive,Hausa
2861,KxYo2Qe0XPA,🔥labarina,Neutral,Hausa
2862,KxYo2Qe0XPA,Karfa ace farouk ne ango😢😢😢,Neutral,Hausa
2863,KxYo2Qe0XPA,Gaskiya aikin ka yana kyau,Positive,Hausa
2864,KxYo2Qe0XPA,"Great, I&#39;ve always been a huge fan of this tv show, way to go Saira! <br>Watching from New York city, USA 🇺🇸",Positive,English
2865,KxYo2Qe0XPA,Annuna talauci afili,Neutral,Hausa
2866,KxYo2Qe0XPA,Wow Aminu Saira Allah ya karama lfy da nisan kwana yakarama basira,Positive,Hausa
2867,KxYo2Qe0XPA,ma sha Allah dan Allah kar a janza mana  wani abu aci gaba,Positive,Hausa
2868,KxYo2Qe0XPA,shi Faruk kenan Al&#39;amin yake yiwa aiki,Neutral,Hausa
2869,KxYo2Qe0XPA,Very good malam aminu saira ❤❤❤,Positive,English
2870,KxYo2Qe0XPA,Gaskiya daracter baka kyautaba,Negetive,Hausa
2871,KxYo2Qe0XPA,Dan girman Allah da annabinsa  a karamana ko 20 minutes ne Dan sanda kakewa Allah pls muna jin dadin film din sosai❤❤❤,Positive,Hausa
2872,KxYo2Qe0XPA,Please I don&#39;t really understand,Neutral,English
2873,KxYo2Qe0XPA,"The eloquent director Saira..<br>just keep watching more surprising on the way.<br>watching from Lagos, Navy Town.",Positive,English
2874,KxYo2Qe0XPA,Dan sokuwa,Negetive,Hausa
2875,KxYo2Qe0XPA,"The eloquent director Saira..<br>just keep watching more surprising on the way.<br>watching from Lagos, Navy Town.",Positive,English
2876,KxYo2Qe0XPA,Can&#39;t wait for next episode 🎉💃,Positive,English
2877,KxYo2Qe0XPA,Aminou saira  kana bada wuta,Positive,Hausa
2878,KxYo2Qe0XPA,I&#39;m speachless I couldn&#39;t find a word to say rather than bravo🙏🙌,Positive,English
2879,KxYo2Qe0XPA,Wayyyooo Allah 🔥🥱,Neutral,Hausa
2880,KxYo2Qe0XPA,Hhhhh wato fa alameen shine uban gidan su lawan da faruq tabbas,Neutral,Hausa
2881,KxYo2Qe0XPA,Don girman Allah malam Aminu Saira kada a cutar da masoyan nan 🙏,Negetive,Hausa
2882,KxYo2Qe0XPA,Saira you are the best ❤,Positive,English
2883,KxYo2Qe0XPA,Masha Allah we are so happy ❤❤,Positive,English
2884,KxYo2Qe0XPA,Nifa adduana itace Allah yasa jamila mafarki take kada yazama gsky😢😢😢,Neutral,Hausa
2885,KxYo2Qe0XPA,Gaskiya jamilar nan jahilace wllh har naji banasonta,Negetive,Hausa
2886,KxYo2Qe0XPA,so excited for Maryam,Positive,English
2887,KxYo2Qe0XPA,can&#39;t wait to see the next episode,Positive,English
2888,KxYo2Qe0XPA,Masha Allah the intelligent director<br>I enjoy season 8 than the previous  season,Positive,English
2889,KxYo2Qe0XPA,waw to day i&#39;m verry happy,Positive,English
2890,KxYo2Qe0XPA,Gaskiya bazan iya wannan acting din ba na wannan me gidan hayan tab,Neutral,Hausa
2891,KxYo2Qe0XPA,Uwa tagari,Positive,Hausa
2892,KxYo2Qe0XPA,"Wlh Aminu sayra kasani kuka wlh banza ta haka zakamana ba da bazangani ba wlh  wlh inhakane bazan saka gani ba,😭😭😭😭😭😭😭😭😭😭😭",Negetive,Hausa
2893,KxYo2Qe0XPA,"Three thousand,,!!?",Neutral,Hausa
2894,KxYo2Qe0XPA,Wly har cikina murda&#39;a yekeh saboda kar naga &quot;directed by Aminu Saira &quot; <br>Saboda banason yagama,Positive,Hausa
2895,KxYo2Qe0XPA,Anya abinda muke tunani ne kuwa?,Neutral,Hausa
2896,KxYo2Qe0XPA,"Aminu saira is a gifted,<br>See how he control the emotion of thousands.<br><br>Can&#39;t wait the next episode!",Positive,English
2897,KxYo2Qe0XPA,Masha Allah........aminu saira kana wuta,Positive,Hausa
2898,KxYo2Qe0XPA,naji haushin karshe Amma zamujira mugani inde kudine sukajuya al.amin tohakan yananufin babu mutumin dazai tsaya akan gaskiya ayanzu kenan a duniya gaskiya to,Negetive,Hausa
2899,KxYo2Qe0XPA,All the best aminu saira you are the best in kannywood wow wonderful,Positive,English
2900,KxYo2Qe0XPA,Amma mafarkineko,Neutral,Hausa
2901,KxYo2Qe0XPA,AMINU SAIRA DUNIYA NE,Positive,Hausa
2902,KxYo2Qe0XPA,Na kosa inga Alhaji Lawal yana cin uban jamila,Negetive,Hausa
2903,KxYo2Qe0XPA,Amma kai bakayiba aminu sera 😮😮😮😮😮😮😮,Negetive,Hausa
2904,KxYo2Qe0XPA,You are the gifted,Positive,English
2905,KxYo2Qe0XPA,Masha allahu yayi kyau Allah yakara basira,Positive,Hausa
2906,KxYo2Qe0XPA,The movie make sense,Positive,English
2907,KxYo2Qe0XPA,"I&#39;m so happy today alaji lawan and faruq yaran Al, Amin ne 😂😂😂 WOW Abu yaye Dadi mungode aminu Saira",Positive,Hausa
2908,KxYo2Qe0XPA,Macha Allah Allah ya kara basira 🇩🇿🇩🇿🇳🇪,Positive,Hausa
2909,KxYo2Qe0XPA,Waw so dazzling thank you so much mr Aminu saira,Positive,English
2910,KxYo2Qe0XPA,Macha Allah mln aminu sera Allah ya kara basira wly kai de se ahankali,Positive,Hausa
2911,KxYo2Qe0XPA,gaskiya saira hmm kawaide zamujira,Neutral,Hausa
2912,KxYo2Qe0XPA,baganeba matar alamin ce kuko matar,Neutral,Hausa
2913,KxYo2Qe0XPA,"Masha Allah best series ever, i really like your talent malam aminu saira",Positive,English
2914,KxYo2Qe0XPA,Nifa zuciyata ta buga Anya al&#39;amin bakudi yakarbaba ahann faruq ba,Neutral,Hausa
2915,KxYo2Qe0XPA,Kai jama a Allah ya sa mudace amina Ya rabi,Neutral,Hausa
2916,KxYo2Qe0XPA,I predicted this episode.,Neutral,English
2917,KxYo2Qe0XPA,Gaskiya mu fadama kanmu gaskiya 😂ba kowace mace bace me halin Maryam kaman ma basa raye😅,Neutral,Hausa
2918,KxYo2Qe0XPA,Gsky malam Aminu saira duniya ne 😂,Positive,Hausa
2919,KxYo2Qe0XPA,Gsk Aminu saira baka kyauta mana Wannan wanne irin talauci ka daurawa Wannan bawan Allan gsk baka kyauta mana ba wlh allah 😢,Negetive,Hausa
2920,KxYo2Qe0XPA,There&#39;s something on ground 😢😂,Neutral,English
2921,KxYo2Qe0XPA,Malan aminu saira kaburgeni  WLH,Positive,Hausa
2922,KxYo2Qe0XPA,"Masha Allah I never appreciated an episode of this movie than this episode 🤌🥰🥰<br>Cos what I&#39;ve understood here is, either Lawan and Faruk are working under Al-ameen, either Al-ameen is already an inspector🥰🙄🙄<br>Big respect to the director 🤌👍🥰😇",Positive,English
2923,KxYo2Qe0XPA,Allah dai yasa kada acemuna mafarkine,Neutral,Hausa
2924,KxYo2Qe0XPA,Gaskiya wannan ya min Dadi wooooooooooooo,Positive,Hausa
2925,KxYo2Qe0XPA,Amma gaskiya kai Dan jakane Aminu saira tindaga nadaya nake ganin wannan fim din Kuma in Allah ya yarda daga Yau nadena kallon wannan fim din,Negetive,Hausa
2926,KxYo2Qe0XPA,Talaucin guy din nan yayi yawa haba,Negetive,Hausa
2927,KxYo2Qe0XPA,Masha Allah Allah yakara basira da daukaka 🇸🇦🇳🇬🌷😂😂❤❤😂😂😂,Positive,Hausa
2928,KxYo2Qe0XPA,Oh boy. I can&#39;t wait to watch the next episode. Saira... The suspense director. Kudos to you.,Positive,English
2929,KxYo2Qe0XPA,Masha’Allah malam Aminu Sairah.<br><br>Allah ya kara basira,Positive,Hausa
2930,KxYo2Qe0XPA,Masha Allah Allah Kara basira,Positive,Hausa
2931,KxYo2Qe0XPA,Slm,Neutral,Hausa
2932,KxYo2Qe0XPA,Kai saira 😮😮😮 Allah ya kara basira❤❤❤,Positive,Hausa
2933,KxYo2Qe0XPA,MLM Aminu Saira Dan Allah Kada kace mafarkine wannn Kai amaryar Dan allah,Neutral,Hausa
2934,KxYo2Qe0XPA,Basira iya basira <br>Allah ya kara kaifin kwakwalwa <br>Gsky Aminu saira na sara mk yau sai da na kallah har sau 3 <br><br>Dama mutane sunce ma hakurci ma wadaci <br>Allah ya kara dauka ka <br><br>Maryam ta Al&#39;ameen 🎉🎉❤❤❤,Positive,Hausa
2935,KxYo2Qe0XPA,The best series ever. Watching from Cape Coast region of Ghana.,Positive,English
2936,KxYo2Qe0XPA,"If what I&#39;m thinking is what is about to happen, then this whole series will be very disappointing... Noo Al&#39;amin. No that&#39;s not you.",Negetive,English
2937,KxYo2Qe0XPA,Me Aminu yake nufi da wannan?,Neutral,Hausa
2938,KxYo2Qe0XPA,What is going on? Saira you the best,Positive,English
2939,KxYo2Qe0XPA,Amenu Saira Allah ya kara basira kayi mana yadda mukeso,Positive,Hausa
2940,KxYo2Qe0XPA,Landlord 😂😂😂,Neutral,English
2941,KxYo2Qe0XPA,Gaskiya naji dd amma Allah ya sa yafitu a kanansa ko yaran sa❤,Positive,Hausa
2942,KxYo2Qe0XPA,Gaskiya Labarina ilime yakare 😮😮,Negetive,Hausa
2943,KxYo2Qe0XPA,WOW!!! What an episode 🥰🥰🥰,Positive,English
2944,KxYo2Qe0XPA,Aminu Saira Kaci ubanka mastiyacin banza talauci haukane fm dinma bashi da wata maaana Kumma,Negetive,Hausa
2945,KxYo2Qe0XPA,Well is allowed,Neutral,English
2946,KxYo2Qe0XPA,Nidai inason maman maryam wallahi,Positive,Hausa
2947,KxYo2Qe0XPA,rubbish,Negetive,English
2948,KxYo2Qe0XPA,Best episode 🙌🥰,Positive,English
2949,KxYo2Qe0XPA,Allah ya sa al&#39;amine bai yaudari Maryam ba 😮,Neutral,Hausa
2950,KxYo2Qe0XPA,Wai malam aminu Saira? <br><br>Kawayene kadai suke daukan amarya? <br><br>Babu babba ko Daya? <br><br>A wane gari ake haka?,Negetive,Hausa
2951,KxYo2Qe0XPA,Labarina bansoba akace matar mekudibace,Neutral,Hausa
2952,KxYo2Qe0XPA,Kai Aminu saira kana ja mana rai,Negetive,Hausa
2953,KxYo2Qe0XPA,"But al&#39;amin he is the husband of Maryam not Farooq ,how it&#39;s happened, did al&#39;amin dedicated Maryam to Farooq",Neutral,English
2954,KxYo2Qe0XPA,Gaskiya wlh banji ddin wannan series din Allah yasa mafarki yakiye,Negetive,Hausa
2955,KxYo2Qe0XPA,"Kai wai ya,akai ba muganebafa a,a.",Negetive,Hausa
2956,KxYo2Qe0XPA,Malam aminu saira  kana kokari Allah  yakara basira  Allah yakara lfy da nisan kwana mai albarka  Allah  yakara wuce maka gaba,Positive,Hausa
2957,KxYo2Qe0XPA,Walahi kazalinceni bakamana ba adal ciba,Negetive,Hausa
2958,KxYo2Qe0XPA,Aminu saira u are the best,Positive,English
2959,KxYo2Qe0XPA,I&#39;m watching from Abuja the best director Aminu saira,Positive,English
2960,KxYo2Qe0XPA,Wato aminu saira kana kutumar uba W😂lhi Allah ya qara maka basira,Positive,Hausa
2961,KxYo2Qe0XPA,Aminu saira karka sake yimuna hakanan <br>Wanga jahilcina wllhi<br>Ka bari muga abunda ake nufi manah <br>Dan Allah adaena yin irin haka babu dadi Wllhi <br>Kuma wllhi kasani yau ka sha zaagi,Negetive,Hausa
2962,KxYo2Qe0XPA,Waya kama musu gida me kyau 😂😂😂😂😂,Neutral,Hausa
2963,KxYo2Qe0XPA,Idan Al-ameen yaci amanar Maryam daga yau bazan sake kallon film din Labari na ba,Negetive,Hausa
2964,KxYo2Qe0XPA,Masha Allah Agaskiya yayi kyau watching from saudi Arabian,Positive,Hausa
2965,KxYo2Qe0XPA,Agaskiya Agaskiya aminu saira bakeutamanaba walahi walahi walahi,Negetive,Hausa
2966,KxYo2Qe0XPA,U can&#39;t pridict Saira l love your movies. Whaching from Ilorin,Positive,English
2967,KxYo2Qe0XPA,Babu manyan mata akai amarya malam Aminu,Negetive,Hausa
2968,KxYo2Qe0XPA,very very very good saira,Positive,English
2969,KxYo2Qe0XPA,I am watching from Abeokuta of Ogun state. <br><br>But saira what does this means? Does it mean Maryam was married to the other guy not Al-ameen?,Neutral,English
2970,KxYo2Qe0XPA,Assalamalekoum malan aminu saira gaskiya kadaure mama kai sosai allah ya kaimou sati maizuwa,Neutral,Hausa
2971,KxYo2Qe0XPA,Saira yane,Neutral,Hausa
2972,KxYo2Qe0XPA,Wow … these so much remind me of my self but different ends I guess 😢,Neutral,Hausa
2973,KxYo2Qe0XPA,Aminu saira allah ya kara basira very very good ❤❤❤❤❤ wallahi lisssafi na ya bani haka muna godiya saira hannaji chirin kara chika raina,Positive,Hausa
2974,KxYo2Qe0XPA,Wlh aminu saira kacanza Mumu lissafi thanks you ❤❤❤❤❤❤,Positive,Hausa
2975,KxYo2Qe0XPA,DAT is on fair aminu saira why will u do maryam like DAT haba I will bot watch dis film again,Negetive,English
2976,KxYo2Qe0XPA,"if it appears that Al-amin abandoned Maryam for money, then I will quit watching this series at this very episode.",Negetive,English
2977,KxYo2Qe0XPA,Kunyi qoqaree Sosai,Positive,Hausa
2978,KxYo2Qe0XPA,All praise be to Allah and i appreciate all acteries,Positive,English
2979,KxYo2Qe0XPA,Nice,Positive,English
2980,KxYo2Qe0XPA,Kai saira wai yane 👌🏽,Neutral,Hausa
2981,KxYo2Qe0XPA,Aminu saira bakada hankali wlhy wannan ai haukane  baka iya film b nayi Dana sanin kallo wlhy,Negetive,Hausa
2982,KxYo2Qe0XPA,Gaskiya kun bata wan nan fin dai indai ba matarsa bace mudai mun daina kallonshi wan nan rena mana wayu ne kukayi ai,Negetive,Hausa
2983,KxYo2Qe0XPA,Wllhi saboda maryam nake kallon filim din,Positive,Hausa
2984,KxYo2Qe0XPA,The best Series 👌 Of the year&#39;s 😅,Positive,English
2985,KxYo2Qe0XPA,I started watching this now and I really like this season thanks aminu saira,Positive,English
2986,KxYo2Qe0XPA,"Masha,allah allah yakarabasira.m,a.saira",Positive,Hausa
2987,KxYo2Qe0XPA,Mai sanar da auren nan lafiyarsa kuwa meye &quot;an karba kuma an karba&quot;,Negetive,Hausa
2988,KxYo2Qe0XPA,The director  supposed to be punish I swear 🤬 🤣😅😂 why nah,Negetive,Hausa
2989,KxYo2Qe0XPA,Banpa gaNeba 😢😳😳😳,Neutral,Hausa
2990,KxYo2Qe0XPA,Ni wllh sambana songanin jamilannan,Negetive,Hausa
2991,KxYo2Qe0XPA,Wai meyake shirin faruwane aminu saira😢😢,Neutral,Hausa
2992,KxYo2Qe0XPA,Talauci bai ba allah rufana asiri duniya da lahira ❤,Neutral,Hausa
2993,KxYo2Qe0XPA,Kan uba jamila zata haukace. Ga dukkan alamu Alaji lawan da faruq yaran Al&#39;amin ne fa. Jamila tana ruwa,Neutral,Hausa
2994,KxYo2Qe0XPA,Flim yayi kwau sosai ❤,Positive,Hausa
2995,KxYo2Qe0XPA,Dan allah saira movies allah yasa lawal da farouk duk barwan al&#39;amin ne 🎉,Neutral,Hausa
2996,KxYo2Qe0XPA,Aslm alaikum saminu saira gaskiya gaskiya hakan baidace ba wllhi wllhi zaasamu mutane diyawa zasu daina kallon fim din gaskiya baiyi daidai ba wllhi bamuji dadi ba daga badamasi Dan Kaura mazaunin Libya Libya Tripoli,Negetive,Hausa
2997,KxYo2Qe0XPA,Jamila is in trouble aswear 😂,Negetive,English
2998,KxYo2Qe0XPA,Haba aminu 😢,Neutral,Hausa
2999,KxYo2Qe0XPA,Yace Tabbass Nan Gidan kineh amarya😅😅😅 Shigo kawaii Cikin Aminci😅😅,Neutral,Hausa
3000,KxYo2Qe0XPA,Good Aminu saira al&#39;amin shine mai gidansu alh lawan😂😂,Positive,Hausa
3001,KxYo2Qe0XPA,Jamila is in trouble aswear 😂,Negetive,English
3002,KxYo2Qe0XPA,Masha allah nayau yafi nakum dadi,Positive,Hausa
3003,KxYo2Qe0XPA,Masha Allah allah yakara basira da daukaka❤❤❤💯😂😂,Positive,Hausa
3004,KxYo2Qe0XPA,Wow ❤❤ let me wake up and see it very well 😊,Positive,English
3005,KxYo2Qe0XPA,to dai kunmaidamu birirrika.muna sama muna jira,Neutral,Hausa
3006,KxYo2Qe0XPA,"Wow wow wow masha Allah,, Allah yakaimu next week",Positive,Hausa
3007,KxYo2Qe0XPA,Shiri nagaba katabbatar faruk yaran al&#39;amin ne,Neutral,Hausa
3008,KxYo2Qe0XPA,Watching from Paris. A lot of people haousa people in Paris like this series....,Positive,English
3009,KxYo2Qe0XPA,Tofah wata sabuwa😮😮,Neutral,Hausa
3010,KxYo2Qe0XPA,"Hmm mutane ba,a iya mana wllhy abaya mukaita korafi yanzu kuma gashi munata nishadantuwa da aikin Mln Allah yakara basira.",Neutral,Hausa
3011,KxYo2Qe0XPA,Aminu Saira you are the best ❤,Positive,English
3012,KxYo2Qe0XPA,To🤔🤔🤔🤔ankulle ma nakai,Neutral,Hausa
3013,KxYo2Qe0XPA,Mashallah ilove you Maryam ❤,Positive,English
3014,KxYo2Qe0XPA,😂kaii allahamdulla,Neutral,Hausa
3015,KxYo2Qe0XPA,Directorn directocici thanks you AMINU saira <br><br>You’re the best,Positive,Hausa
3016,KxYo2Qe0XPA,Saïra kenan mu gamu wani sati,Neutral,Hausa
3017,KxYo2Qe0XPA,"I started watching season 8 episode 1 but honestly, this episode made me happier than the previous ones. Thank you the best director of Kannywood.",Positive,English
3018,KxYo2Qe0XPA,Nifa ban ganeba wa ta aura dan allah?😂😂,Neutral,Hausa
3019,KxYo2Qe0XPA,hmm idan maza kuka ce zakuyi irin wannan gwajin to tabbas kashi casain da tara zasu shiga ruwa 😅,Neutral,Hausa
3020,KxYo2Qe0XPA,"The writers if these movie are Genius, look at how they&#39;re playing with our psyche, ......but honestly something told me that this wedding will not end well looking at how the wedding went smoothly....I salute the writers and the director of LABARINA,",Positive,English
3021,KxYo2Qe0XPA,❤❤❤Slm,Neutral,Hausa
3022,KxYo2Qe0XPA,Saira Saira I salute to you,Positive,English
3023,KxYo2Qe0XPA,Aslm ammafa gaskiya baikamata alaamin yayi haka amma dai muji zuwa,Negetive,Hausa
